mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
528.854260916009_1191.38442	1673311.82132	1657803.44011	1230402.18414	1734269.86699	1216512.16622	1197753.80887	1780775.45813	1775190.28226	1626917.75125	1753866.93921	1781785.86469	1760145.54324	1269636.04545	1880078.05264	1580190.87742	1273739.23355	1405996.22203	1790595.61052	1384097.14841	1739042.13329	1905622.77469	1723400.90488	1738334.13212	1763829.57618	1177637.95970	1245404.93839	1744277.39707	1827155.91536	1686212.64361	1681836.08258	1832824.41824	1249787.78324	1380931.52120	1315080.19906	1720065.23606	2092359.40283	1770879.19701	1381776.09528	1646397.30931	1211491.75384	1383190.66703	1320308.37495	1754694.21159	1746575.42539	1623101.51641	1294592.45362	1756645.88546	1181676.51663	1145665.85042	1689225.31251	1695850.18717	1807699.88816	1281622.74993	1647894.43965	1758757.62571	1764819.61943	1193801.21829	1716390.83680	1966738.62034	1593979.90293	1820319.15918	1338646.97558	1808380.33945	1821504.78475	1363049.88909	1701564.38204	1795290.28913	1713073.15527	1710469.79803	1558336.53749	1104986.03446	1750972.57347	1733710.04114	1658280.53688	1795150.49231	1794438.36387	1285276.00234	1892391.68109	1379685.54583	1257254.66432	1642343.34088	1135541.84503	1709618.65997	1698110.12799	1669025.13707	1278756.20803	1722916.51779	1908093.22942	1421572.40639	1272306.47444	1312714.64389	1092796.75529	1309416.50092	1877154.70608	1844030.88645	1049770.05856	1015272.26588	1192193.22065	1225936.78437	1044737.00893	1792190.00675	1729875.66558	1693799.62518
529.286998425636_156.096708	550799.75609	579790.61945	622923.24709	605854.81432	620635.83295	862882.64271	367622.37367	979749.77161	986784.04398	2159644.01578	729192.73974	855807.26181	748109.60811	1875871.26401	629999.96444	621411.38365	1067356.78427	842079.24376	854291.29070	393871.01089	485370.20593	764081.86593	838166.86876	401120.36874	412304.99203	620087.43529	327066.84528	345126.68965	909070.34619	753647.53228	607008.55712	145062.12372	711500.58883	976092.92649	663577.04915	600142.42332	94358.69155	609414.27509	1093333.41379	408495.58835	332874.49436	371927.53070	329844.87864	1317632.82821	715424.36964	1030435.91332	632142.74643	901722.07567	46906.33676	817524.52716	699074.79822	854025.36276	388472.52564	1395840.69274	654302.34519	149245.32867	333404.66577	528426.16248	738557.88405	1729215.37794	1161125.63559	512960.36365	355541.37786	237494.40309	871754.22627	860677.64092	516186.23397	1173524.40385	730588.04886	551960.55023	561654.11408	860684.77854	1315365.42052	1522622.20239	696558.84523	1877578.83002	383947.24084	1257582.85258	639175.90630	769760.50331	524839.17442	180169.40705	869757.75354	1902656.88810	693262.23931	913714.23167	1005489.10286	677973.38041	190162.20526	1000316.69965	537809.24064	219049.73918	493828.70636	590287.73526	80594.57874	281998.76588	528129.93844	697897.94294	707626.39460	677970.08839	898947.56377	1029522.73614	1017113.98745
530.304745926912_85.76154	30316776.33403	34312612.34642	42262757.07681	32542498.74426	33466960.63720	55073314.01274	35016160.64044	33970456.51452	32934145.67130	20054829.44648	35804912.41764	36493946.03185	32890535.27254	26822207.20023	37876336.41487	54502864.13681	25957418.87716	29398688.18131	35961310.90634	37310105.32587	43075913.31141	35008939.62396	24374364.69408	37861785.97307	52018218.48188	43014666.83981	40297415.37142	35749513.16806	30713419.16778	19869880.02713	29021258.62689	33619849.85823	39356793.47511	18304754.97776	29310490.60429	11221825.64325	35107745.83766	42884802.92647	27445527.31615	50340944.88742	40106487.80606	38796399.58214	28052165.31156	26231356.51844	37012584.61038	41217895.60722	34035080.21094	38585171.72398	48665131.66517	39621066.76378	36967587.83740	33749929.89448	40890086.49132	19299698.62440	37757045.71861	41994420.57316	37555657.28564	22734951.74402	31743036.48803	25870782.06520	26454003.77786	42180532.61582	35319440.91537	36025307.32279	50869203.27669	28127169.19950	29251255.78046	35747795.62517	35626591.35768	39801127.99114	41914266.45258	28458706.39200	40827066.43142	33648584.41903	26435799.90692	26852201.16216	32091464.05755	43143209.73753	44933097.99807	48112037.58883	35937735.96468	57205912.30655	38464397.02199	34668917.87881	34700982.71465	41060388.89793	27853269.40932	37249959.63172	46869111.26825	33351850.84806	45875746.19613	38184033.46164	40458325.90803	32964293.25672	33874664.19538	59983512.21875	48337569.17468	43501631.00669	39551240.24509	41039442.03466	29117653.55085	27417600.29990	27095733.53036
530.868445215497_1197.72186	1540040.94536	1196612.61813	1091873.45575	1254144.34575	827825.73185	1142371.54390	1640775.12727	1405327.02849	1363644.75932	1484889.77537	1459457.87491	1218610.60764	1230545.61879	1406388.46243	1616638.31060	759184.52194	1168803.63466	1655406.14830	984618.02163	1320286.98697	1946096.60619	1432830.33223	1375345.29201	1374776.15833	837638.41766	849056.10724	1577491.83913	1408768.14533	1457890.83275	1293564.28056	1923787.38912	1112018.62013	1245962.32003	946296.02284	1509832.99273	1666587.69809	1743187.17248	1078206.33860	1739307.44970	736325.52661	1146158.81773	924670.94124	1784259.00056	1370277.61495	1525174.27616	835248.62240	1260964.25764	1197414.10035	603952.43687	1597996.89739	1718820.21588	1524716.89781	1151989.55934	1267741.47468	1405279.38032	1512298.87608	1115367.99125	1388926.19370	1635410.97496	1606380.49455	2061589.01569	1070789.93453	1656699.01183	1659037.43410	931030.16188	1507762.04384	1362784.32393	1210856.01521	1550717.75635	1160868.42799	1066516.73908	1447382.86562	1408019.18867	1642100.33565	1853886.19996	1387308.46467	1043959.08319	1602299.43165	894030.68950	827893.59491	1664099.73515	745221.21361	1195987.12405	1498483.78768	1321845.09618	721751.31859	1497160.61403	1758215.68012	986942.03086	907224.68974	1027848.77074	490451.88643	990400.82626	1146317.05559	1543843.59001	504741.59215	592843.24610	888855.38999	868598.10592	649048.32612	1285157.07532	1334952.28923	1527605.81875
531.308523940577_85.76154	8155882.45297	9341823.58754	11203552.26024	8866303.94299	8660982.35488	14613726.46118	9407762.62430	8945215.48799	8848009.01095	5447873.05134	9308046.43126	9529679.14082	8626427.32037	7122421.87057	10184989.82335	14573720.01945	6929246.05424	7751012.97230	9751012.80908	10242046.37685	11277909.59973	9474904.67715	6601186.65029	9906523.13672	13710257.94661	11501705.83560	10452468.21167	9408013.34122	8273668.78400	5156174.17784	7570900.84782	9179474.15916	10514657.59625	4877986.36552	8000073.92236	2838439.55965	9313818.83698	11099935.67951	7282388.14690	13205760.80728	10553244.34457	10031600.35323	7277141.99598	7109688.60414	9992555.77890	10795710.67486	9199355.73860	10079564.59956	13036685.66360	10380175.39431	9812970.16575	8657512.17720	10803767.12690	4997917.79892	9762169.78007	11160185.12166	10043154.04374	5843368.68164	8579018.23503	6730245.52441	7312578.08310	11384598.95233	9227398.75703	9707326.18916	13538923.79333	7348299.29742	7504879.29167	9517711.72073	9409630.53919	10230540.45470	11080035.54377	7302242.73093	10765408.17454	8689606.54637	6939806.35334	7227354.27216	8622190.97579	10892616.30144	12195429.28331	12718790.12069	9680322.03895	14844691.71081	9958910.82238	9211157.06759	9426010.39054	10898404.64024	7483994.27216	9740884.54105	12646636.48099	9238971.28893	12111848.63146	10137391.79948	10818698.55352	8759419.17883	9019438.20472	16205476.19122	12681156.89576	11538937.03984	10505301.36143	10702723.29659	7662075.42667	7355593.27536	7020294.20184
532.300824344375_85.782516	8894168.69518	10361911.04429	12482330.68601	9503232.42513	10086178.52534	16730598.39786	9986809.22371	10324185.53133	9767131.43650	5947953.08024	10731054.62195	11342579.99301	10127345.22239	8068242.71595	11291552.07210	16235092.40777	7727708.47028	9171615.71223	10610698.76432	11516235.97260	13041830.44197	10414052.16875	7236406.96380	11117075.90493	15748814.68653	12358405.35270	12441939.68362	10600987.47147	9121963.89916	5713420.80204	8899429.89621	10252717.53543	11446318.32975	5640005.57844	8624535.43220	3028483.60394	10117939.31073	12532315.79335	8022657.27847	14880825.83338	11497009.24657	11329251.04139	8672715.13310	7556606.06295	11092974.18715	12868866.09857	9920145.01395	11384184.04510	14747443.77726	12061152.69630	11507481.58929	10376893.33905	12036045.68107	5762786.51724	11236852.48270	12376489.24776	11239995.44303	6568433.35148	9742119.23315	8239369.21884	7752158.90808	12669000.45586	10396083.20762	10649414.07154	14726288.94490	8520041.92549	8778548.71948	10233744.31159	11007910.00300	12225370.11491	12098344.65757	8656987.89568	12599155.07264	9942368.36646	8210681.49849	7844979.26660	9289711.23857	12708694.73516	13544904.33706	14713527.99801	10992041.60075	17350592.54573	11699223.43339	10344105.62431	10001940.47888	12507741.64826	8529446.17620	11617882.13293	13738431.76981	9813265.42682	13530391.48497	11144551.74725	12588883.18474	9563881.02949	9962536.41844	17489421.88178	14214156.35607	12980665.79921	11868853.01503	12424077.14552	8776290.28795	8187039.76624	7996922.82300
532.802213579615_46.3595946	984351.25945	998571.99272	999831.24644	1240538.49728	2296204.02293	959813.52101	946107.11847	734586.85301	973796.17604	1180465.89299	819229.62449	859505.29065	920592.19353	1421271.39320	311002.51450	714957.52484	1622612.35194	810065.68961	1126797.90206	822809.21298	1081878.18883	746021.99099	1228966.47023	1105935.88400	1214811.42640	875978.14975	970145.79658	928826.51320	1221752.29447	1347269.48106	854273.91095	34566.15693	1104128.20412	643363.06338	831469.41837	2452220.51819	842736.34310	1172690.35780	725673.03096	931630.08851	1244024.93746	1140931.28107	852174.09973	1492306.32816	852586.63903	1076157.55106	800962.07284	900520.82936	1947286.11885	902549.80486	903452.13931	968605.41848	953881.77667	1814275.99629	809457.15728	901827.62682	994570.39645	1558501.77257	807273.10158	1083682.94319	1141147.41883	8099.48901	860943.99282	968819.78436	1035404.28367	22111.73033	1245232.79009	764769.24212	1099282.18184	927274.98455	826771.52820	1391424.74349	891862.27738	834266.23307	939700.20525	1138346.45423	1110088.00131	253616.18010	811707.42799	1631811.18215	662835.52819	1054448.09632	992829.69402	902044.51399	785603.01789	1362051.52654	839382.71138	771818.58456	850622.66818	1084228.74241	903692.86325	1181160.86776	1111689.48413	1016825.35391	1032099.16600	334931.21873	968159.83078	969366.39040	808193.42492	1194314.03464	1170739.04955	1061006.67837	993742.57019
532.8677461675_1196.79504	263080.59997	428676.66830	440950.85714	419711.96709	427608.59662	371475.60329	277387.11117	317797.78087	251481.63103	270932.33218	302965.00936	341093.51892	480444.86040	415279.09268	289862.83378	354863.86859	407506.12464	302354.81880	442419.46247	227683.21105	333143.62873	302307.36656	419810.30487	268418.23474	360866.48252	412370.55585	275050.99451	254272.38153	356195.13517	443646.82101	324423.16872	409497.06553	509786.82788	373042.12511	331637.68632	300908.93500	312129.38565	442147.13087	337230.08314	335063.62210	459121.07262	393543.50550	324750.09504	336924.12663	258000.87515	349162.31136	308217.26248	465924.26307	468648.14624	316636.08463	273308.73848	285033.77849	454341.91577	339326.32461	335747.24794	343097.40520	412212.81802	351034.03851	265899.34784	252666.73216	336222.72239	461814.67086	246543.78573	374045.27033	497435.47309	420593.65977	450733.30168	304696.91113	289322.36091	401579.18811	431609.36320	405763.04371	344648.20875	295140.09339	278832.32654	266496.31284	418849.41899	317823.92868	408298.61784	411970.55668	266335.47654	405038.72163	415574.21342	310626.79400	330525.06420	287514.40798	250033.31489	277888.66890	465523.47769	420331.50370	436371.24291	422508.95011	433789.42969	428544.14894	291034.03763	430016.14313	389566.44590	374095.78831	422288.14416	346437.27098	450853.22027	422147.86272	313511.47439
533.30431820474_85.744398	2439817.91586	2784253.44875	3406245.15313	2641189.86257	2649533.08986	4564833.01449	2882340.70721	2786956.94423	2578135.40545	1457624.86331	2821698.66510	2873056.99795	2543276.26695	2086597.12101	3170265.61748	4231237.62242	1930077.75481	2329119.65017	2847342.94997	3194507.04032	3409107.83801	2857489.69290	1941015.66564	3019690.15440	4293159.14555	3183593.74128	3225762.62796	2689914.13661	2347679.13906	1577340.58368	2393534.29543	2803757.03643	3023225.31370	1419928.77892	2274159.88799	783431.62075	2750598.61397	3444718.11759	2143024.66852	3906022.06196	3150985.97846	3050853.48705	2275599.62900	2031247.34153	3016990.09737	3414087.06806	2714901.68667	3072646.26473	4004019.13518	3224819.20262	2951683.66964	2770883.50915	3165121.45567	1441111.42083	2967946.22533	3349830.50107	2923150.13789	1776459.09506	2620114.25023	2115804.30958	2025145.99658	3329912.54253	2740414.96471	2839494.74222	3946134.35316	2242769.54625	2292185.17734	2900920.37398	2857828.77583	3360929.24012	3289701.06787	2268713.93412	3246597.21694	2624220.51130	2065642.53320	2225191.13584	2472832.97410	3552689.74805	3567889.72209	4015373.10569	2818743.79583	4705833.97703	3214261.61262	2746230.42474	2666300.86291	3269370.62045	2223251.45462	3053821.19527	3633914.64770	2496893.74965	3647263.85602	3008889.45883	3266394.68039	2513082.96478	2596870.92372	4768151.65797	3832813.87576	3442548.05743	3132992.35251	3369303.64201	2270122.64924	2326900.88547	2042822.93211
534.799749001506_46.2827046	680828.65192	673747.64269	843969.96138	761287.25379	1445998.67046	688036.62474	585530.22085	630849.38278	725720.75943	780197.95110	591063.96943	643455.00184	614687.96462	784525.77819	248774.36548	540431.67626	1377872.97039	697627.30254	798244.94487	656775.97416	774473.88833	614326.91721	898219.52995	512359.08334	964570.52948	669030.71750	775924.57228	623055.04665	681779.11126	1079221.77609	554539.90799	11408.01027	914688.46109	438682.05343	705472.44756	1826808.23257	687179.57622	928302.40068	556502.53423	669426.41684	961719.28092	889283.80307	567525.13845	962373.33201	674500.25979	751453.38194	593676.07727	663749.25420	1855416.47380	665954.46936	670993.95432	738436.30830	733169.97253	1143008.77259	565615.75012	720771.46311	796294.51209	876435.98593	583045.18071	778408.36225	800661.51717	0.00000	565755.59689	696729.68380	753579.41915	34169.93623	786237.96941	617776.44903	820966.04591	636444.66464	625215.64505	978108.22704	633674.55368	618674.46731	643216.51212	740438.50015	697730.01378	169302.12971	561882.29707	1146677.59196	518000.63180	816862.88398	803134.18711	676654.99055	634409.70754	816962.14420	636603.53122	610506.56008	579854.64036	903732.05457	718671.79003	959084.34096	920054.03135	795835.25461	684323.32007	342355.08411	602760.88341	598732.67374	656481.18990	855642.46628	809103.36622	804256.89188	674230.82714
536.886287562742_1192.00212	13592273.39488	11280579.42783	7947891.60427	12249514.25528	6277924.62054	7388700.92465	12974559.25449	12926808.29211	12501672.33721	13391545.31422	13065206.29957	12335822.80843	7667831.75104	13635359.20166	13588650.93426	6269560.83182	8470637.02852	12933946.26445	8513072.30983	12984711.46573	13768106.01095	12610573.62692	12602252.56928	13334445.41809	6267009.08061	7990873.21511	13431045.80061	13461203.22682	11923167.28539	12165425.59400	13481353.38281	6711354.80701	8874852.37137	7011146.98432	13003707.19643	17004532.33092	13562966.93852	8704726.54027	14233812.12631	6060861.65187	8818195.47254	8067495.62452	13271268.30191	13191467.98829	13173600.25578	6537470.51555	12819095.70579	7588615.44051	7080309.57723	12282011.30198	13268831.16943	12987892.72914	8012335.18618	12016686.42077	12878310.54235	12474606.13331	7451189.29519	13330679.15362	14813679.97987	12911869.83686	14696330.41012	8617549.55949	14415244.23277	13235769.55806	8478725.00400	12190988.51900	13071360.19343	12208118.74377	12411794.19157	11776096.73465	7224639.95112	13243082.34212	12193099.52529	13277714.81381	13677850.15770	13046830.01246	8103552.35339	13471096.72229	8405305.47126	6123980.58396	12943028.82297	6145733.92743	12015653.78665	12907393.69342	13057659.51334	6185354.65757	13211889.76267	13349538.73414	8731929.32148	7986989.65136	8041615.96458	5829061.09796	7396225.37311	11850480.38171	13688381.40824	5516290.62180	5233449.14181	6743566.93366	7647613.10571	5228559.22188	12035368.80815	12517115.09407	12380802.51037
536.886402887162_46.7764755	5301071.92846	5460447.88462	5910158.80341	5504842.31644	8102484.59651	6156071.39946	5328601.24937	5878854.57554	5068182.23343	4467274.48732	6097939.70930	5931358.64425	6138830.52974	4915590.75863	5548905.98756	6990457.58038	6811925.34032	5095478.60531	5171174.46537	5924426.00057	6228506.76572	4348278.75364	7042572.17809	5298004.94070	4816743.78057	5556717.98811	5731775.17627	5592622.25475	4749599.71986	7017050.08854	4656771.45478	6166485.47550	6205518.43963	3127114.90888	6671734.82366	8465605.88696	6218172.12130	5411038.74671	5384899.32823	7036112.20806	5703449.26219	4595281.84195	5874828.62234	4885537.94000	5777095.86211	5135785.78850	6023294.85998	5779798.49507	9225632.82081	5764803.02529	5766421.10635	5531057.28587	5848491.09823	7035369.80297	5035674.44472	5947779.10527	5089322.99266	5502283.99070	6266516.88167	4695633.51157	4963887.32056	7251539.16366	4377735.00121	5387539.52983	5651268.36330	6551084.87782	5411574.82320	5576956.10096	6601803.80094	6227756.86364	6080708.79348	6398111.47095	5406895.81768	5043509.24333	4939729.79098	4685888.98718	5888112.17797	6783980.84900	7468400.26055	4911381.82589	5195746.34894	5204868.10144	6539602.06701	5646451.69158	6127672.49111	4938689.45210	5328745.02022	5003547.51476	4210518.26582	6499280.25428	5239712.59505	6087040.18007	5644292.19976	5502529.04279	6627432.73932	4794562.30958	5650641.39650	6214933.97526	6098316.76709	4923145.55112	5367424.15255	5124114.30133	5639479.47740
537.899923011634_1191.94902	1108127.00294	984026.75417	1163169.24290	975540.60125	886179.58309	1085525.12550	1071093.35620	1066413.09620	1015969.50047	1066413.09620	1084104.64401	1037235.53466	1036942.06080	1008589.04693	1114779.17270	813285.86279	1197325.77694	1076934.18943	1165478.07983	1042083.73579	1155754.15870	1063813.61447	1050790.99822	1062058.47560	873230.04373	1125067.88721	1129388.53225	1105510.54694	994972.44075	1014133.10259	1095745.49027	968446.23815	1235258.17258	955112.72397	1053326.31606	1278724.93798	1091526.62058	1209005.72262	1112983.04666	906085.67268	1241230.44339	1168254.76810	1060649.42829	1024128.70011	1047242.09462	872556.95334	1035891.67303	1066224.19749	852856.15471	1008460.74478	1050033.83331	1075953.45750	1147909.66145	985897.82824	1038028.52987	1055845.11346	1007029.27517	1023554.73471	1160899.49331	1042821.43096	1245031.34734	1248729.05073	1109118.23874	1059647.17519	1181319.00908	1024200.98430	1077230.01307	1004368.09829	1014734.96202	931621.63782	978449.64467	1058482.51428	1049939.75599	1122926.99269	1209320.74736	1051222.20578	1144066.99242	1099191.07524	1171264.22076	796976.88713	1098933.88781	801541.81298	1036935.61356	1038318.89809	1009993.25505	840261.12421	1036972.33672	1108899.29440	1186215.39849	1083574.79547	1185972.26528	788815.17428	970451.04090	1013384.84846	1081497.64790	753598.76642	775031.35291	979672.67705	1017477.16288	756231.51911	987956.16731	984873.77092	1043298.48495
538.317446385349_70.370769	21123957.75249	24645801.02243	15092070.57663	24665400.98015	18978193.33655	28470507.95898	25080707.05383	22576673.09369	17904329.70440	8835927.43055	23743713.04722	18624868.79882	20676231.79210	13150214.69094	22106509.83177	20291298.85550	13065772.42716	25961099.27568	22940781.79112	24147583.60325	30627781.48405	25277210.86595	19036755.03833	32038885.96759	28992766.07788	19058013.12656	18340225.93475	19388232.73271	23233758.72738	13265580.43857	12757677.27651	13401113.06774	15845622.57669	9034526.74408	7194235.94549	6162296.98693	13583528.48060	14490818.29793	17668796.29761	15848688.90942	19615727.23602	18300381.27175	10198333.71227	19469937.26869	19431053.98340	12017132.47893	22798087.82304	13079372.89285	16861249.62028	20059489.61507	18869830.54395	20444830.18917	17852615.90377	12677287.44755	24539278.13246	32895576.32063	24169621.98302	12568570.16113	14339465.53732	31530261.50448	15256290.13022	31295853.20415	30338323.19596	18144881.79580	21394197.01113	19170694.73498	20761833.88372	19736323.55710	20753822.13719	43713498.59860	19504023.90602	16095433.13743	25641918.31868	24590901.77731	30853731.82402	17879317.75508	14996398.35700	13538379.27529	18443562.03866	18717167.01594	17762131.05063	22154994.57809	26569917.78419	26073334.17489	24563042.02553	14853882.26924	17134793.10389	21414523.61501	22952546.04882	14686514.98394	20467807.03662	15567592.93088	15033699.32096	15573882.20414	13128678.10098	20287651.03025	18177487.35528	18344851.82730	18747694.90486	18945552.20720	18837851.71039	19144685.57411	18886486.01878
538.885276913562_1192.1139	1020258.22682	848851.48273	546830.93414	861811.52520	450691.70745	494714.45185	978183.36657	931053.02882	921538.43141	1079777.68937	987356.52468	931633.00201	590619.23851	1047874.02516	1028318.22360	401033.13936	667852.80776	963690.11860	583174.43677	967044.47252	1041847.60462	982930.63555	967127.08905	1038409.32639	450998.02403	524693.17653	978954.32025	991277.34458	931700.80282	927284.59756	1000188.04209	444801.40229	625240.26463	457480.59265	997373.30952	1278493.90730	1062497.42111	642019.53380	1051178.71953	424361.73280	638892.78756	580528.76012	1021693.52035	1029247.77911	995800.31672	418530.48298	997326.24498	498559.64106	477261.75198	984750.14849	1021866.65616	1011858.37103	564979.76894	856537.71050	982482.99238	962346.08798	543504.10043	977143.88682	1136994.88127	942017.77725	1133421.08346	616479.11751	1081442.83068	961150.84361	583209.45402	984785.19322	1019620.55343	949365.54047	972492.64535	888414.10608	528291.63615	982904.67838	978999.51168	1005876.17369	1098364.44694	1007911.21132	623760.12447	1095712.86704	546583.97810	417151.78217	1024807.05094	414519.13273	970840.84557	1009732.48237	968484.55791	410474.16599	976168.08974	1022922.56947	570311.77030	569678.38284	585728.37616	343203.16632	493605.54789	882685.89903	999364.52834	390161.37314	393776.40347	439048.95260	537535.92886	356846.48686	888322.91512	944144.36619	951386.58924
539.320835021597_70.383897	5774879.04952	6700582.45793	4174330.62923	6455812.42100	5328917.56255	7799942.06364	6857438.25689	6059395.12390	4845610.92380	2391232.00940	6562207.77049	5238463.43924	5874769.29225	3794844.31769	6105260.45379	5216603.43922	3340191.53987	7125039.22030	6128362.91924	6475752.00756	8737713.73005	6664956.83927	4964492.84757	9083641.98151	7937300.40326	5109526.08315	5291282.03762	5046747.82226	6240331.05021	3618514.82777	3471290.46530	3646096.87733	4094650.03513	2507498.44958	1949837.42007	1652758.16543	3685882.03580	3838589.21730	4732158.33259	4313031.40879	5059093.21215	4782005.55798	2824298.84863	5392243.02763	5244733.26238	3169056.70011	6172267.20356	3434337.98415	4515017.11707	5878996.15433	5312801.35196	5756209.94412	4813780.28728	3647815.79899	7156007.12337	9584903.04785	6479307.81609	3230592.27172	4094651.50630	8549420.04223	4229342.12470	8537823.83173	8887499.27826	5200707.09443	5711031.22013	5321212.41517	6033789.16205	5295914.63401	6010703.82917	12532135.41160	5267739.54815	4636245.94873	7504267.87970	7037127.01060	8760904.15064	5164684.10777	4116022.04500	3913570.00632	5111170.18980	5163577.11616	5120785.86865	6139475.45388	7695478.58559	7006384.09977	6422333.49424	3860418.77459	4827981.02664	5966075.03716	6187776.82729	3848243.01408	5578464.13407	4060318.19110	4132590.26832	4131357.06684	3570491.32849	5501946.90909	5160626.73738	4866799.68659	4887810.50960	5462295.83731	5298943.04395	5440354.17049	5153587.79534
539.434451522608_174.5868	5326371.32327	5549605.10523	3762175.94686	5397980.89132	2074628.16714	7436831.42555	3100648.63565	6741641.94398	3233973.91153	8408956.26589	5281795.17596	3721108.59390	10302457.66682	8159140.99322	2094529.08553	3591791.84731	3383160.22017	6047123.22033	4098479.04019	6390640.81412	4588692.93105	2691248.06404	7428676.70937	5918019.57814	5633497.54734	3312776.25028	4107353.02112	6880428.26822	3668753.92972	7241124.01581	3336047.53314	4815020.33765	9840351.29183	3486319.34620	9727712.91137	2249722.29292	2295959.75056	7844868.54670	3728762.96774	6734212.04127	3468782.40138	4208692.34611	3584703.69615	8299002.80448	7627497.68094	8386668.48154	3524656.61254	5950355.56100	3734731.98159	5651542.49931	7847513.20870	7492379.76465	7597627.17740	8009315.00484	8693169.83053	3498685.26793	4625253.95438	3398284.94586	6384405.27049	13043834.11147	2144565.60220	5210551.31869	1623035.17112	5091500.73494	4164753.98172	7347732.19067	2940447.11976	3803078.34731	7273933.91072	9623477.76651	6870647.14411	5234474.14325	3148897.82396	7227162.05241	3315940.30963	7294612.19676	3300916.99455	5399806.76706	6544452.23746	8525890.43757	5592673.24607	7563876.97177	10100072.38366	4613564.87537	4635157.39169	8905300.30104	5893367.28259	2638606.76597	12537134.80360	2991766.65743	5242830.02361	3791184.92473	3767316.62993	3672069.21869	2162075.25911	5356515.64229	5653099.01065	5217378.56229	5342342.27997	6162901.46526	5771355.42865	5637096.08735	5734578.95499
540.333699934988_85.72377	815687232.44918	1272726758.75814	687377229.03117	1348730192.73820	704542230.75427	1194231788.72914	955959438.80947	1109251734.97436	1030867524.62637	603362424.58960	898058820.99322	821352806.12742	1008009275.73635	701014574.68723	1247641556.00480	818802239.19736	596750435.20209	832104488.27578	902485374.75142	1244091127.97972	1180445096.69505	1226445699.91398	711905723.50480	1343077513.41678	1252739736.03044	1165103079.45188	1119473922.24350	1111464049.23975	1013889755.88045	567793997.23240	716742403.95343	734482218.10149	628388313.11682	491229784.71921	531293403.96703	316635825.82185	677282946.44707	675818754.86073	938363815.62169	736890972.38052	871648617.44365	1038733453.22729	550216249.16734	908184334.96882	1140925866.15617	596173592.52481	933893629.54147	831821433.03366	676678878.35961	1164677099.18487	958812543.84463	1026309636.71388	1030186555.78558	607456434.69839	1116477364.60887	1417574106.91012	760566395.23361	711949689.11142	638472488.66185	1008401426.44547	1027116331.53749	866376023.41774	1352921298.21677	772566844.16474	1107594280.48629	956451476.65412	872631747.72594	1029332820.34035	823991965.96350	1582747144.98988	872246903.54915	910488863.36515	1403770161.26421	1113510200.64186	1017719726.90749	905146527.28529	550159634.74562	1027494055.99820	983134604.79179	758244264.49474	877724317.31709	1028461401.03764	911748298.69860	1023784587.25762	1136886939.05400	950070474.09133	915442517.97574	1174110550.84452	772080083.81886	855566763.10842	931942129.83051	723976042.65709	713851206.29859	718937452.73923	651348207.68680	962494430.70662	941589363.95481	864212206.07073	883640875.45679	926169613.83478	879750613.35950	910910161.74957	930456171.62489
540.437564307569_174.725298	1926854.53631	2034447.79700	1319470.00138	1924591.13063	458839.39116	2774335.99238	1087019.36614	2483872.36696	1087329.80288	2976852.64015	1816654.94794	1311350.36544	3450389.85657	2806001.19102	633540.00589	1267631.64253	1028116.15943	2165911.93827	1421420.05628	2343375.25306	1550115.37410	966782.49371	2776849.42812	2062753.76914	1975949.24739	1086546.42863	1365164.70488	2452413.51322	1188272.81337	2639526.30103	1118050.63192	1610973.36246	3519729.28616	1111192.31260	3552003.21737	581486.19764	792141.14859	2760675.21630	1315742.72687	2419157.08657	1170094.61412	1506327.04024	1172315.35665	2947842.26322	2771823.91709	2882438.04346	1163488.91847	2155293.58056	990478.18339	2004858.50774	2629459.74710	2599312.68859	2609538.83157	2867263.72097	2882984.48660	1219281.70378	1616853.17919	1208050.09733	2282769.13676	4555083.02591	704757.98386	1878454.82779	480591.54008	1828753.72680	1421423.80012	2450223.81085	890214.72988	1243908.67599	2448495.24875	3258048.91806	2456071.91099	1852752.41733	990244.44268	2380738.00749	1102985.20810	2452172.42087	1205160.53780	1887924.20481	2315466.33156	3043146.28495	1945873.52698	2763730.02145	3429511.31890	1657199.25204	1661361.56281	3170433.67469	2112101.19797	935353.91766	4411239.31169	980264.49626	1929301.05955	1285895.29378	1295554.95504	1308399.94073	722806.17327	1738452.52774	1974446.15533	1850679.63014	1900926.69698	2105004.38524	1955931.66873	2062276.56809	1996438.39171
