mz_rt	BD01	BD02	BD03	BD04	BD05	BD06	BD07	BD08	BD09	BD10	BD11	BD12	BD13	BD14	BD15	BD16	BD17	BD18	BD19	BD20	BD21	BD22	BD23	BD24	BD25	BD26	BD27	BD28	BD29	BD30	CT01	CT02	CT03	CT04	CT05	CT06	CT07	CT08	CT09	CT10	CT11	CT12	CT13	CT14	CT15	CT16	CT17	CT18	CT19	CT20	CT21	CT22	CT23	CT24	CT25	CT26	CT27	CT28	CT29	CT30	SZ01	SZ02	SZ03	SZ04	SZ05	SZ06	SZ07	SZ08	SZ09	SZ10	SZ11	SZ12	SZ13	SZ14	SZ15	SZ16	SZ17	SZ18	SZ19	SZ20	SZ21	SZ22	SZ23	SZ24	SZ25	SZ26	SZ27	SZ28	SZ29	SZ30	QC_1_2	QC_2	QC_2_2	QC_2_3	QC_2_4	QC_3	QC_4	QC_4_2	QC_4_3	QC_5	QC_5_2	QC_5_3	QC_5_4
541.336480346669_85.731705	235795347.43702	368178105.52570	189135872.97236	381501258.54766	203145817.71969	351856008.83878	263713997.99279	304058988.42420	292302276.96091	166243249.98049	252128360.03850	242694146.54285	286999513.47126	185859228.63040	365304528.33853	230450545.48151	167397975.85794	244099391.87534	251345316.56157	366263977.77049	325082359.42278	341426715.30286	201370903.92671	379727906.34978	365519373.08912	324889312.73064	318207785.78008	315026673.80677	273777338.33614	159739841.17985	211792989.37017	213129644.11955	172120546.29502	144965422.18153	151857916.18775	87535845.16667	189917480.73416	182824305.80506	254348467.87698	207577906.51544	243261851.85030	285052722.89559	159176720.42654	253104565.15510	332867161.61891	174957888.99185	255901778.89706	228940219.46910	192699230.06000	343770711.05744	270887960.12832	298837511.83846	283640783.89120	164599486.49970	307072492.48383	382534197.08921	207667288.55127	192314436.66393	176683751.15490	299000166.16386	283134603.04331	246921048.90664	383151274.21561	205558993.66901	301465840.03561	276155432.62401	254495040.45714	276844366.22076	233787628.35112	456055811.43585	241385561.29854	263348050.54718	377496530.21151	300070972.98677	286951805.61070	255982214.05259	152891781.49474	285242023.51313	262774023.04724	221459537.15432	236078328.26179	299718851.83771	254908159.86337	295065146.13603	328485467.61884	276832706.75316	246889527.61087	347570338.67353	214941807.47901	236116170.64813	261896865.13658	201398464.50488	210360311.32008	204572328.38518	185807346.75054	254153769.78629	255966338.99294	250166573.25160	244105192.42578	261799344.30001	259291116.47307	266784000.47099	252631872.87725
542.339270844014_85.741086	43519115.74059	69153477.00895	35320473.96378	69916088.58880	38904244.96429	66092356.10338	48635124.30087	59413362.23070	54140287.49202	30304134.11808	48948500.78831	45794149.56492	55104960.47283	36897520.86966	69504252.14280	42737843.05822	30958004.69655	45749529.09958	45659502.93663	69370531.58394	64268543.83958	62776145.78211	37308746.45129	74200567.01618	69926636.78073	59262607.55577	61459136.72879	57468322.16292	52617226.63856	29177184.62350	40040727.66528	39553053.06877	32108978.64326	27286392.30153	28221233.22411	16292388.63986	34917333.91740	34758654.03774	48140314.22564	38358644.60420	44465565.47672	52981612.80464	30243293.70439	46230294.59631	63228925.78339	32732420.22993	47636195.69944	42138570.06940	35808622.20160	65632004.01076	53233794.64989	57512377.72638	52231131.35095	32487264.36403	60449055.56248	75096261.02343	38943191.23922	36475719.22557	34535448.90948	56602036.67172	52082588.84639	45998790.23374	74249171.15161	40518625.18222	56945618.06043	53211822.95184	48014619.58786	52909691.17207	45465384.37251	89501568.90853	44892513.43393	51242964.78916	74428015.82428	57289358.51178	56211611.86556	49898480.63012	28255958.28570	55682983.06545	51345822.31558	40994455.55854	45974306.54142	57354605.54122	49911939.50223	55060153.59370	61059199.76169	51252300.30472	47196413.42897	65648916.87305	39534935.07104	44275909.40737	48016064.33625	36781785.39064	39611655.98170	37537743.38677	34170624.69162	50793685.57310	50505850.56689	46598834.91012	45051266.38926	50302251.87395	49111443.03497	50433318.80055	48220129.24278
542.831674629283_47.40204	3069545.10924	2964964.34529	3525575.69386	2974788.43962	5014580.59507	2730890.29422	2962223.12723	2967842.19877	2994232.46147	2571977.10671	2601179.47404	2456599.12823	2907938.27809	3205130.76824	1436042.05830	2668267.97675	4055516.65489	2747979.90520	3104461.58102	2897086.09493	2854834.55072	2577206.61332	3677536.87615	3240666.32406	3269692.76605	3114043.37884	3005629.76718	3122659.63857	2864434.45015	3778666.34985	2521130.44478	295723.92489	3495031.36024	1993625.93373	2916039.82136	5432850.62246	2748467.80366	3213636.87450	2677824.75214	3281097.48180	3574613.83533	2986585.04825	2910366.22074	3269791.42962	2603266.64309	3196659.62835	2879708.26615	3049525.65288	5345208.68474	2789735.94489	2902031.00905	3145001.67661	3160457.30695	4082911.98495	2288713.58898	2913241.74549	3030864.03175	3353485.27333	2711725.45823	2905003.09312	2915025.05623	293975.52166	2480236.61624	2541439.09131	3171591.44065	293440.29322	2985822.64626	3126736.24153	3197049.16730	2757314.17131	2974547.63430	3730040.14747	2672951.40060	2915918.09694	2886000.80542	2635287.86198	3276450.84763	1084917.56831	2705490.07794	3945569.42633	1970701.19834	2869225.52957	3272324.02875	2929886.33641	2690094.29799	3283577.09954	2723423.16689	2449874.32571	2046549.49402	3579671.75608	2751840.07935	3745507.48016	3369268.50968	3238216.98079	2890819.55380	1420822.81054	2991728.16145	3156114.15721	2964413.15084	3036566.65698	3027572.75914	2889290.06071	2927074.71834
543.342130725417_85.83972	6317722.58210	10002868.03066	5210712.65088	10611599.57425	5326510.99072	9484138.28122	7232155.11122	8568008.72086	7953408.25556	4484324.35568	7085513.29368	6442688.07611	7863664.99720	5553253.32141	9904448.37801	6259050.04205	4585087.30004	6625584.19076	6964133.04902	9916721.25212	9255302.98563	9496835.03170	5397868.64633	10710947.58338	9987992.39182	9077780.50668	8727133.58438	9005784.41633	7864390.41864	4242220.75277	5814390.35538	5514580.02460	4852973.34493	3916400.64577	4082426.74000	2406758.14371	5241092.51936	5321245.86263	7166228.43741	5675971.48712	6818316.58515	7836612.65333	4232645.40387	7093112.13057	9087655.80000	4654192.28900	7309640.83385	6264520.45625	5145171.64018	9238230.88979	7587061.85801	8223536.15081	8106009.40966	4793150.92018	8911725.37280	10897324.16786	5932277.50782	5431152.41132	4955944.03583	7991919.56716	7889267.82381	6409547.79107	10718974.70519	6138287.14693	8587779.55630	7545196.22574	6982028.51410	7865159.00725	6559763.97448	12463382.04455	6706065.08220	7153701.71867	10791286.66199	8798497.99351	7985380.57504	7020508.05061	4248610.82720	7947246.65650	7846647.24555	5783847.86429	6647257.80664	8402101.78044	7181159.17317	8217104.97448	8994465.15247	7372971.44852	7096678.19777	9301402.32760	5936049.10814	6598895.18970	7437010.95802	5569858.85244	5550775.77802	5574216.29276	4893229.36150	7828024.15283	7375430.32056	6776720.81557	6625105.23306	7128496.61163	6736792.27049	7111234.11436	6899141.93928
543.876660752069_1193.01036	2025012.02225	1851101.07252	2193442.38688	1956686.55247	1771209.48647	2010035.31297	2023594.38419	2051218.04641	1963095.69329	2088006.30697	2031146.13523	1894350.50195	2025831.81447	2132836.80937	2171292.43516	1760264.29892	2285778.68014	2140421.46231	2274314.74240	2002627.32477	2129999.31352	1942299.19663	2144041.50228	2163780.61521	1707081.68959	2106569.05846	2150205.82775	2001201.49551	1902273.13869	2073019.63604	2121503.88029	1889662.90764	2442380.95624	1909831.14048	2121272.50547	2677343.08067	2089585.34375	2430274.47165	2227261.71587	1705030.51457	2381887.07494	2243498.89277	2193316.76729	2093797.77096	2014109.60613	1777311.51770	1944486.03660	2056769.43119	2180779.36076	1989158.61455	2092618.63802	2048254.21219	2248637.85989	1845307.87150	1931118.06607	2131564.82861	1986035.41341	2197672.74634	2489024.97197	1983125.26696	2320401.92775	2308799.19168	2168564.53219	2136162.88039	2422809.47330	1975814.49223	2083659.43654	1900585.40600	2037215.38762	1779631.01161	2003046.45202	2128894.65048	1979046.67164	2092211.74968	2189854.31560	2029063.94939	2321139.02554	2224357.46681	2240128.76306	1839043.60074	2066870.19364	1739203.28893	1928272.24261	2081900.33522	2046585.20050	1811065.53266	2127288.45249	2082461.82793	2428835.12906	2275749.74257	2194593.01691	1673665.48166	1945774.63295	2026233.20585	2091993.52915	1712105.97532	1579351.72267	1830859.28723	2119772.31013	1548500.41614	1993090.23187	1997192.54673	1968967.77788
546.294459243449_93.59091	822979.32452	1334076.32180	678962.78694	1182034.57129	731083.13577	1225200.31026	859692.15194	1574389.83034	747547.58161	372589.24320	1283441.14402	957081.51918	667891.60402	577713.55435	1191132.44274	1331373.31779	594633.61331	696238.85872	743753.86637	661312.99970	1244060.22110	1368701.09143	617859.67951	1638009.74731	961785.76679	1190375.85791	1118179.05704	1369617.62266	1034028.10263	680821.49402	745652.20947	628641.56813	1214520.94552	324609.35768	551327.83298	278775.51878	872269.03276	1732591.94231	1656153.38503	1097816.13289	759513.89545	702898.02918	547850.95749	626802.29706	1223468.00752	810923.50262	834419.49688	1407735.08268	896477.35155	842024.94863	644765.13999	1035504.74710	1237277.11216	569717.98544	1641563.56198	1817361.21171	875948.32664	578396.78598	1242702.98940	972158.57785	520680.95867	1002349.72904	1132699.78666	1343292.61286	905474.23348	558698.80226	740729.17254	917624.67558	1533502.46791	2131740.13882	1299632.80911	722434.25271	1232522.98727	1303053.17909	495797.84979	824047.13151	490192.16217	916134.84081	1225716.03259	1008908.94757	1531129.75482	1256431.58251	1393013.95631	792498.06148	1132139.44463	822565.31760	857006.92284	965701.61947	1071647.73173	608464.20031	1211114.38594	974754.60190	1056871.86377	1063101.28680	866590.99700	1232243.29334	985431.15126	1092011.26038	1048639.59868	890149.97819	823218.05604	787419.58414	778427.11243
546.39697988381_268.067637	420364.44761	576295.05716	387835.92474	237958.02001	323126.48868	429891.28033	209647.66830	293926.20194	313814.76951	525747.92681	516593.17119	434972.39508	411714.61194	688511.14649	337155.24245	630129.49670	192819.19951	474078.54390	478805.23927	648979.63435	552555.69838	467797.48676	390942.82599	355699.83078	590130.07395	499202.55815	330546.15881	232874.10436	382298.46945	220064.00477	460247.58471	75943.00824	243477.34836	432022.64110	431244.74580	257544.16738	191360.46139	239878.58531	385258.04084	196881.95657	154179.45986	254905.68723	221832.38063	251028.28171	422835.97912	164476.83250	273352.30817	315775.73547	280097.15028	473329.95988	272034.71238	281313.50545	416933.52042	367360.51803	336662.88404	142461.42507	446436.63157	315286.97279	295570.21830	497711.06863	289818.95130	403311.24543	663471.47577	328295.04862	311163.89505	497112.91374	552871.90955	272450.23010	511992.64833	958764.87855	681673.36495	389103.22471	765051.02410	450976.67729	504817.75939	529819.61043	380823.68991	349304.58674	530447.03361	426845.57957	547361.24524	584806.08240	635091.37186	424063.00608	499091.85209	680460.00083	552811.28973	241731.94571	431371.24620	211333.19780	382168.28858	89231.08188	198621.19367	209971.04494	195907.98158	330375.00746	385592.66076	374007.99660	398909.33104	411979.95290	381804.58704	406804.50728	438758.03949
546.842631212841_53.1676149	717932.09872	1024989.29709	870351.25860	1035396.16923	1195321.75018	458599.05554	1145835.45969	1070558.38709	1023690.03801	1296527.90779	779781.63243	649191.20142	1041120.89100	1361044.90911	481935.94478	544103.08329	1203728.69408	1030847.00459	934710.98766	736865.36493	834204.01401	949118.99319	1194375.22640	761934.65112	560697.79052	774647.81124	880787.59730	959917.32178	1211104.25161	1065171.59038	1226073.55938	2139942.03162	794402.50728	358534.70252	978138.63748	2246382.72897	777807.76464	719635.72092	1094649.54227	702299.73107	974874.89068	891368.86287	975052.56620	1116239.87294	615920.38021	814081.30941	1107017.27358	668866.10035	511896.00100	779476.04597	1024497.91654	955858.91810	893708.17967	1226315.18821	669517.01831	690288.56262	767518.48911	1144904.07800	900129.86980	1227786.92541	1199204.08541	292402.61007	991896.58842	732749.03994	701878.05396	1559733.18065	1336257.20663	1015285.65983	971656.78018	657197.98293	640192.61280	1139488.76621	999210.56198	1070320.48761	1043183.32477	1127974.59842	1062442.98731	355975.79555	819256.76361	838992.56776	555698.97900	451203.68128	936245.42431	1178087.59513	952724.01835	1001900.87927	1072630.76763	859688.41517	472518.28252	1099926.29061	519136.05790	641615.69561	880765.50315	977698.19203	835281.06833	253759.26837	666168.98621	787088.12686	728800.16427	769048.07099	988232.24463	1029014.64238	1131110.20942
547.439311500432_244.23438	1514502.16133	2493707.09129	1219190.04125	1647241.07585	455150.37634	2340118.18082	516730.81154	1664773.89999	867185.27989	2675598.39675	1200437.38267	1401133.38231	1527955.57140	2295042.56785	795322.72873	622075.13006	827468.47847	1515664.60340	935820.89461	1818266.12503	1327771.42538	871102.32434	1380279.76702	975694.66957	1595583.38771	1371234.88239	1404439.73329	1576359.05139	1190892.57122	1330835.83217	948204.35097	1007655.95298	2118692.67486	1197203.81794	1742171.51644	411445.75227	759444.27434	1426354.19464	1109338.52891	2494561.67438	967356.58772	1092236.68940	639085.10870	1931600.42836	1347512.58959	2368838.12551	850887.61823	1390521.94808	567987.73434	2142037.59581	1658940.36586	2130281.38196	1179295.34812	1736398.64691	1389495.43487	796210.08321	699417.26169	601243.27845	1161481.33591	3028610.22114	680230.96795	1045270.07714	525570.00556	696940.26659	1097722.44682	2110342.27470	638361.43644	1255195.77984	1831644.49845	1924053.07917	1401230.11409	1642062.57423	853334.40846	2293345.62899	499340.29256	2301579.80208	671725.64552	979825.88043	1094396.00610	1937400.25937	1319583.05283	1671667.29193	3051625.76335	1792223.55841	679929.31376	1693800.96326	1199147.20093	1008919.66903	1412710.29575	1251922.46489	1246092.89661	1078361.34287	1184956.53085	1158643.28535	771444.53004	1371122.66874	1507782.31698	1401259.03132	1503744.66202	1412951.01929	1451129.05902	1365629.55035	1324872.48438
548.299367902335_119.584932	1540137.48851	3690420.65896	1112399.57025	4177113.28071	1016702.47384	2027071.28310	1350521.83282	2316770.82684	1285007.94169	574675.10862	2004020.93839	1600508.66429	1387344.70338	993011.50746	3124793.90098	1581315.72986	1240592.47617	1377193.05865	1573847.67841	1061447.64517	2891958.91519	2071328.68302	801110.57605	4681374.10946	1422324.25648	1921115.27796	2620398.44357	4224436.13281	1609960.08298	1148852.02675	1174319.58294	1780354.40885	924483.43218	379948.48987	781688.73188	474021.26975	2532394.49303	1310444.96652	1489726.77659	1291206.37231	991446.59805	1203339.22643	916208.23988	1245178.31827	2366813.00187	686296.78379	1859481.64179	1581263.04222	1060181.28194	1323471.83777	893165.46865	2044292.82344	1714517.09024	554210.67467	2255400.62197	4516499.01155	1330751.79246	1064709.45297	1237341.36403	1688642.67794	873798.88617	1211193.16221	2597011.89951	1734660.42771	1572681.01400	1032457.01579	1319879.30861	1489405.98862	1291608.46231	3610196.32772	1929158.69374	1357865.92966	2727878.65491	2231771.25342	1283336.76735	1227052.53326	643836.20711	1333139.88509	1824327.19409	931156.80529	1647527.66810	1512185.75835	1553369.23213	1520425.16364	1660043.79679	1496003.91947	1503235.27242	1871968.80351	1172824.22852	1210356.71899	1761570.27576	1031573.00499	1170004.83021	1257448.55022	2628415.09857	1573563.33217	1417494.31277	1594110.21588	1650008.08121	1440697.89341	1482332.07904	1669848.10960	1632443.67264
549.454966977662_272.020509	3605229.75458	6424086.75409	2816042.18397	5511766.47971	1584572.00398	4814644.32015	1269344.60174	3701246.54213	2270149.97132	6725699.29362	2870228.36071	3515968.37911	4303118.42255	4947915.91687	2037958.38371	1949129.08871	1747624.25807	3503622.04401	2072949.51183	5536656.22683	3062978.86317	2574072.55385	3229811.12259	2681479.33884	3940813.51385	3394538.74162	3581513.71440	3164606.20546	2979239.71995	3299716.95120	2020653.86163	4090306.16373	4934840.44669	3219556.36309	3645551.34840	1106078.97493	2566225.03831	3580475.28265	2908280.28321	6667970.44520	2854283.97166	3357337.33954	1952398.50779	6801553.98200	3466196.16019	6957100.64698	2451332.09250	3462815.37703	2518817.89160	5788438.43570	4220951.78096	5122685.41593	3052839.17612	4063245.95698	3615901.00394	2222950.35429	2632424.64715	1695514.82900	3104671.47919	5892562.85317	1501109.76812	2519251.13159	1105752.33214	2051873.38466	3139264.69021	4117783.31522	1521126.30549	3089029.20058	3476405.48333	5958471.20682	4352870.27799	3505393.73454	1636747.31386	4110337.16848	1278536.94800	5195511.73845	1922836.53994	1514079.35838	2213487.08671	4749737.38953	2744661.44667	5010164.91277	6590175.66069	2294360.92620	1395814.81447	4181291.35081	3061032.79089	2530830.28172	4724740.25062	2921019.51353	3251077.88434	3156477.08189	3113204.78720	2828597.25526	2380988.93602	3621514.23424	3943460.32794	3539629.36644	3549938.41583	3824360.95716	3390542.14265	3535768.14369	3273816.81596
550.354094767688_100.371246	532737.84270	2376886.60542	306521.81582	2181641.65361	295183.20428	3463120.21968	546283.70052	996373.41866	1665414.53148	278415.40269	457553.50784	538355.92180	1640581.40619	550106.84582	1472371.02588	615461.62387	168211.71859	1568902.10899	1532153.83380	2731572.30314	1690916.21581	344973.98057	495793.49294	2522960.82744	2142634.51716	2005952.40406	1325439.15278	2200333.85210	522950.31711	147702.61900	984332.76926	1213036.99855	674228.97670	919324.58172	219316.67417	132282.21503	649375.86201	363071.09287	620882.12971	519513.04545	995218.94761	1836768.19230	356817.46549	1589152.43385	2538222.89197	466857.92571	684880.60380	440280.93713	1087470.20635	3218553.65788	2139910.75622	1937635.56518	1883267.04626	339222.85027	1887752.24637	1559441.46066	564537.79291	442277.34951	324639.83569	766402.39015	1251356.09633	678939.15346	2064636.44928	704727.18633	1788295.60907	1836066.68683	1063079.84284	451041.22627	697721.83563	2487384.03174	671676.15711	1052386.81707	2061861.72436	1467823.96276	996683.10569	403454.23925	295728.54326	1737513.41059	2304245.51105	534742.79573	449110.80942	2787516.84883	684582.01392	378614.63514	617169.02464	1641445.71651	483890.87803	2069160.40924	475649.62109	519594.99741	1455461.15009	165427.47046	265364.84573	237980.25088	642185.66532	1538336.71470	1658634.46412	1387413.20660	1458447.37575	1392604.12873	1298883.50472	1252440.12008	1351977.74126
